first_name,last_name,id_number,employment_start_date,monthly_salary,department,multisport
CECYLIA,GÛrska,SP/841886/2010  ,2010-12-27T00:00:00  ,4999.5 Z£,SPRZEDAØ,True
Micha≥,Zawadzki,ks/876507/2017,2017-10-31T00:00:00,4234.0 PLN,KSI GOWOå∆,false
Pawe≥,Sobczak,IT/450793/2011,2011-07-15,"6 367,5 Z£",IT,0 
Michalina,Wojciechowska,SP.656466.2018,2018-08-27,4039.7999999999997 z≥ ,SPRZEDAØ,NIE MA
Antoni,WALCZAK,KA/735570/2018,2018-10-16,3946.0520000000006 PLN,KADRY ,Prawda
Kazimierz,witkowski,sp/569922/2011,2011-09-03,5567.1 z≥,SPRZEDAØ,TAK
Adam,Chmielewski,lo/164969/2018,2018-10-16,"3 688,2000000000003 z≥otych",LOGISTYKA ,nie ma
Urszula,Wiúniewska,sp/840105/2018,2018-03-30T00:00:00,5215.5 z≥,SPRZEDAØ,Fa≥sz
Izabela,witkowska,MA_318070_2018 ,2018-03-30T00:00:00,4013.4400000000005 Z£,MARKETING ,nie
JÛzefa,WrÛbel,IT/779688/2010,2010-07-30,7397.5 Z£, ,False
Aleksander,Czarnecki  ,lo/863702/2011,2011-12-12,5005.935 z≥otych,LOGISTYKA,MA
Stanis≥aw,W≥odarczyk,SP/992549/2010,2010-03-02,"3 765,0 z≥",SPRZEDAØ,Nie
URSZULA,GÛrska,ma/283646/2014,2014-04-10,"4 047,120000000001 z≥",,MA
marta ,Jankowska,CZ/426203/2013,2013/01/15,2540.01 z≥otych,CZYSTOå∆,tak
Leon ,Duda,KA.787394.2011,2011-05-26,"4 274,435 PLN",KADRY,tak
Celina,WIECZOREK,LO/934617/2012,2012-10-07T00:00:00,"3 874,5000000000005 PLN",LOGISTYKA,FA£SZ
MARZENA,Tomaszewska,LO/843143/2013,2013-11-11,3361.77 pln,LOGISTYKA,nie ma 
Wiktoria,Malinowska,CZ-642560-2018,2018-10-16,2930.2 z≥otych,CZYSTOå∆,nie
alojzy,SOBCZAK  ,LO.292014.2017,2017/12/20,3395.925 Z£   ,LOGISTYKA,nie ma
Jolanta,StÍpieÒ,MA/650768/2016,2016-03-10,5302.352 z≥,MARKETING,1
Jan ,Tomaszewski,MA/495770/2017,2017-04-14T00:00:00,4843.36 z≥otych,MARKETING,NIE MA
zbigniew,Gajewski,CZ_777203_2018,2018/02/08,2892.0 z≥,CZYSTOå∆,nie ma 
Zdzis≥aw,Paw≥owski,KA/310997/2017,2017/04/14,4072.625 PLN,KADRY,Nie
Sabina  ,Wieczorek,MA/547201/2011,2011-09-03T00:00:00,3916.8 pln,MARKETING,NIE MA
Mieczys≥aw ,Krupa,sp/233316/2016,2016-09-26T00:00:00,3915.4500000000003 pln,SPRZEDAØ ,1 
Miros≥awa,Wieczorek,LO/270835/2018,2018-07-08,4281.255 Z£,LOGISTYKA,PRAWDA
Tomasz,krajewski ,KA/726155/2017,2017-09-11,4201.9725 PLN ,KADRY,1
alicja,kamiÒska,ma/831489/2011,2011-10-23,4854.400000000001 pln,MARKETING,Nie
Ryszard,Baran ,KS-728563-2013,2013-04-25,"6 374,060000000001 pln ",KSI GOWOå∆,MA 
CECYLIA,kamiÒska,KS.906183.2010,2010-06-10,6254.0 Z£,KSI GOWOå∆,NIE
Stefan,Duda,oc/320506/2014,2014-05-30,2445.3 PLN,OCHRONA,FA£SZ
,krawczyk,LO/870976/2017 ,2017-01-04,4264.4745 Z£,LOGISTYKA,1
Beata,WrÛbel,MA/689168/2014,2014-02-19,5043.280000000001 Z£,MARKETING,PRAWDA 
AGATA,Jab≥oÒska,KS.476809.2017,2017/10/31,6312.8 pln,KSI GOWOå∆ ,nie
Alojzy,SzczepaÒski ,ks/979114/2018,2018-03-30,5864.0 pln,KSI GOWOå∆,NIE
Wanda,Pietrzak,ma/732570/2017,2017-09-11T00:00:00,"5 531,68 PLN",MARKETING,MA
Romuald,Ko≥odziej,MA/172282/2015,2015-08-23T00:00:00,5058.240000000001 Z£,MARKETING,tak
Sylwester,KamiÒski,SP-535916-2016,2016-06-18T00:00:00,"4 387,35 pln",SPRZEDAØ,PRAWDA
Stanis≥awa,WÛjcik,LO/819980/2015,2015-07-04,4828.1805 pln,LOGISTYKA,MA
Cezary,Zajπc,MA_621260_2010,2010-12-27,5525.6 PLN  ,MARKETING,false
Lucjan ,WrÛblewski,MA.490471.2014,2014-12-16T00:00:00,"3 705,76 Z£",MARKETING,0
Mariola,ZieliÒska,KA/291712/2010,2010-04-21,"4 671,7 pln",KADRY,NIE MA  
Beata,nowakowska ,KA.552926.2012,2012-11-26,3391.71 pln,KADRY,NIE  
Lucjan,Maciejewski,ka/855536/2010,2010/03/02,"5 525,052500000001 Z£",KADRY,MA
Edmund  , ,MA/754402/2018,2018-10-16,3754.0800000000004 Z£,MARKETING,nie ma
Joanna,Jankowska,ma/211287/2012,2012-03-21T00:00:00,4188.8 z≥otych,MARKETING,0
Wac≥awa,KrÛl,LO/671664/2013,2013-04-25,3261.6000000000004 z≥,LOGISTYKA ,FA£SZ
Julian,Rutkowski  ,MA/608162/2014,2014/05/30,4865.4400000000005 PLN,MARKETING,Nie
Stefania,Sikora,SP-280500-2012,2012-11-26T00:00:00,3503.5499999999997 pln,SPRZEDAØ,nie
Jacek,,SP/355266/2013,2013-11-11T00:00:00,"4 224,165 z≥otych",SPRZEDAØ,ma
Mariusz,WR”BEL,SP_406954_2018,2018-07-08,5071.65 PLN,SPRZEDAØ,0 
renata,KOWALSKA,KA/421656/2012,2012-06-29 ,3499.9 PLN,KADRY,FA£SZ
Jacek,pawlak,SP.720735.2010,2010-07-30,4452.0 z≥otych,SPRZEDAØ,FA£SZ
Henryka,Jaworska,SP/896349/2012,2012-05-10,3163.5 z≥otych,SPRZEDAØ,Fa≥sz
Jan,Zalewski,MA.680519.2011,2011-04-06T00:00:00,4768.64 pln,MARKETING ,Fa≥sz
Cecylia,Dπbrowska,KS/688571/2010,2010/11/07,5440.0 z≥otych,KSI GOWOå∆,false
Bogus≥aw,Rutkowski,MA/222714/2015,2015-05-15T00:00:00,4381.4400000000005 PLN,MARKETING  ,Fa≥sz
alfreda,ADAMCZYK,KS/247711/2012,2012-06-29T00:00:00,"5 896,000000000001 z≥otych",KSI GOWOå∆,True
Maria,Dπbrowska,CZ/186916/2018,2018-10-16,3261.4 pln,CZYSTOå∆,0
Tadeusz,Jakubowski,sp/294029/2016,2016/06/18 ,4959.0 z≥otych,SPRZEDAØ,0
alfreda,KOWALCZYK,CZ/393569/2011,2011/10/23,"3 237,4 pln",CZYSTOå∆,Nie
Mariola,Piotrowska,CZ/623528/2009 ,2009-11-22,3771.2400000000002 z≥otych,CZYSTOå∆,PRAWDA
Julia,Mazur,ma/975063/2009  ,2009-10-03,"3 595,2000000000003 z≥otych",MARKETING,nie 
J”ZEF,rutkowski,CZ_587419_2013,2013-11-11T00:00:00,3065.2 z≥otych,CZYSTOå∆,Fa≥sz
aleksandra,WÛjcik,MA/361125/2011,2011-05-26,4479.84 Z£ ,,NIE MA  
Renata,Jab≥oÒska,LO-318350-2017,2017-06-03,3993.1650000000004 PLN,LOGISTYKA,
Waldemar,Woüniak,SP/165538/2011,2011-04-06,"4 905,6 PLN",SPRZEDAØ,false
Wies≥aw,NOWAKOWSKI,sp/329216/2013,2013-09-22,5218.950000000001 pln  ,SPRZEDAØ,1
HENRYK  ,sadowski,CZ/616663/2017,2017-04-14 ,"3 276,2 pln",CZYSTOå∆,false
Bernadeta,jankowska,OC-275412-2009 ,2009-11-22,2718.1000000000004 z≥otych ,OCHRONA ,False
irena ,jab≥oÒska,sp/903940/2011 ,2011-07-15,"3 917,1000000000004 Z£",SPRZEDAØ,true
Agnieszka,Sikora,SP/811866/2015,2015-12-01T00:00:00,4189.02 z≥otych,SPRZEDAØ,ma
Przemys≥aw,SZULC,SP/804154/2014,2014-04-10,"3 908,355 z≥",SPRZEDAØ,True
Olga,Paw≥owska,CZ/397866/2012 ,2012-01-31,3265.4 z≥otych,CZYSTOå∆,0
Artur,szulc,sp/642210/2013,2013/12/31,4080.4500000000003 z≥otych,SPRZEDAØ,Prawda
Miros≥aw,SzymaÒski,SP/530782/2013 ,2013-12-31,3180.8999999999996 z≥,SPRZEDAØ,0 
Danuta,WÛjcik,SP/883124/2016,2016-09-26,3990.0 z≥otych,SPRZEDAØ,nie
Alicja,Baran,oc/392698/2012,2012-08-18T00:00:00,3044.3600000000006 z≥,OCHRONA,MA
Zuzanna,Mazur,SP.228312.2016,2016-06-18,3457.5 pln,SPRZEDAØ,nie ma
Sylwester,Sadowski,KA/415357/2010,2010-07-30,5259.150000000001 PLN,KADRY,false
MARCIN,sobczak,KS/812858/2010,2010-01-11,4446.0 pln,KSI GOWOå∆,Nie
Krystyna,WrÛbel,KS/956350/2016,2016-09-26,5356.4 Z£,KSI GOWOå∆,NIE MA
Wac≥awa,Krawczyk,LO/238205/2017,2017-10-31,4746.06 z≥otych,LOGISTYKA,PRAWDA
Marek,Adamczyk,LO/763524/2011,2011-10-23,2990.25 pln,LOGISTYKA,False
Witold,Jakubowski,OC/287961/2018,2018-05-19,3075.0940000000005 z≥,OCHRONA  ,Prawda
OLGA,dπbrowska,sp/505391/2017,2017-07-23T00:00:00  ,3629.8350000000005 Z£,SPRZEDAØ,PRAWDA
Rozalia,Jaworska,LO_116959_2013 ,2013/08/03,3736.8 Z£,LOGISTYKA,0 
stefan ,Olszewski ,LO_641819_2009  ,2009-06-25,3585.6000000000004 z≥,LOGISTYKA,False
Ma≥gorzata,szymaÒska,KS-476737-2016,2016-09-26,6677.000000000001 z≥,KSI GOWOå∆,true
Leon,PAWLAK,KS/905706/2013,2013-11-11,"4 864,0 PLN",KSI GOWOå∆,nie ma
Alina,grabowska,cz/114603/2018,2018/10/16,3127.0 PLN,CZYSTOå∆,Nie
S≥awomir,Lewandowski,ks/841420/2011,2011-07-15,6580.0 Z£,KSI GOWOå∆,0
Michalina,Mazur,SP/555511/2017,2017-10-31,4338.450000000001 z≥otych,SPRZEDAØ,0 
Arkadiusz,Witkowski,lo/473120/2012,2012-11-26T00:00:00,3819.5685000000003 PLN,LOGISTYKA,tak
Halina,Nowicka,CZ.404125.2018,2018-03-30T00:00:00,"3 407,0 Z£",CZYSTOå∆,False
Aniela,GÛrska,KA/524860/2014,2014-05-30,3429.375 z≥,KADRY,nie
JÛzef,Kubiak,ka/964429/2013,2013-06-14,4200.5 z≥otych,KADRY, 
Izabela,Michalska,LO/264714/2015,2015-07-04,3662.01 Z£,LOGISTYKA,false
Michalina,Jaworska,ks/692395/2010  ,2010-04-21,5727.92 z≥,KSI GOWOå∆,True
Julian ,Michalski,ma/491783/2014,2014-02-19T00:00:00,5427.840000000001 z≥otych,MARKETING,Tak
Bogus≥aw,,SP/934532/2013,2013-06-14T00:00:00,4315.5 pln,SPRZEDAØ,0
Sylwia,KOZ£OWSKA,CZ-177674-2012 ,2012-11-26,"2 810,0 z≥",CZYSTOå∆,False
Stefania,Walczak,KA/765525/2013,2013-03-06T00:00:00,5216.618 z≥,KADRY,Prawda
Renata,Jab≥oÒska,LO/318350/2017,2017-06-03,3993.1650000000004 PLN,LOGISTYKA,
Joanna,Grabowska,MA/538627/2014,2014-05-30T00:00:00,4270.112 z≥,MARKETING,
Irena,Pawlak,MA/949820/2012,2012-08-18T00:00:00  ,4750.240000000001 Z£,MARKETING,true
PRZEMYS£AW,WrÛblewski,SP/770945/2012,2012-03-21,5057.25 pln,SPRZEDAØ  ,MA
Eugeniusz,Kalinowski,ks/467239/2009,2009-11-22,5185.400000000001 z≥otych,KSI GOWOå∆,Prawda
Zofia  ,Lewandowska,SP-280069-2011,2011/07/15,4014.0 z≥,SPRZEDAØ,false 
Wac≥awa,,ma/954944/2015,2015-07-04,"5 519,040000000001 PLN",MARKETING,NIE MA
,wieczorek,LO/973428/2013,2013/04/25,"3 117,15 pln",LOGISTYKA,False 
MIECZYS£AW,Krajewski,LO/378781/2013,2013-06-14 ,2874.15 pln,LOGISTYKA,nie ma
artur,W≥odarczyk,ma/268206/2015,2015-03-26T00:00:00 ,3563.2000000000003 pln,MARKETING,0
Alina,krawczyk,SP-988313-2010,2010-06-10,4123.35 z≥otych,SPRZEDAØ,true 
Agata,Kwiatkowska,SP/761971/2015,2015/10/12,5088.450000000001 z≥otych,SPRZEDAØ,Nie
Eugenia,MALINOWSKA,ks/140037/2018,2018-07-08,"7 042,200000000001 z≥otych",KSI GOWOå∆,ma  
halina,GÛrska,za/290760/2013,2013-06-14T00:00:00,72675.0 z≥,ZARZ•D,Nie
GABRIELA,Nowakowska,SP/245299/2016,2016-04-29,5532.450000000001 z≥,SPRZEDAØ,ma
ARTUR  ,SzymaÒski,MA-359070-2010,2010-04-21,"5 028,0 Z£",MARKETING,NIE MA
Sylwester,ZieliÒski,sp/859253/2012,2012/08/18,4362.93 PLN ,SPRZEDAØ,Prawda
LUCYNA,Ostrowska,SP/526913/2012,2012/10/07,5636.400000000001 pln,SPRZEDAØ,Prawda  
Renata,WrÛbel,SP/586103/2011,2011-09-03,3968.2500000000005 PLN,SPRZEDAØ,Tak 
Wiktoria,KamiÒska,lo/364773/2012,,3094.2000000000003 Z£,LOGISTYKA,0
Czes≥awa,D•BROWSKA,KA/939420/2017,2017/07/23,5377.570000000001 PLN,,Tak
Bogdan,Pawlak,SP/725882/2010,2010-12-27,3631.5 Z£,SPRZEDAØ,Nie
Rafa≥,Jab≥oÒski,KA.123366.2013,,4989.45 Z£,KADRY,FA£SZ
Weronika,Kaczmarek,LO/585805/2016,2016-04-29,4847.040000000001 Z£,LOGISTYKA,true
Rozalia,,ka/684154/2014,2014/07/19,4389.6 PLN,KADRY,false
Edmund,Olszewski,SP/901259/2011,2011-04-06,5275.05 Z£,SPRZEDAØ,
Mieczys≥aw,Tomaszewski,MA/375719/2018, ,3920.0 PLN,MARKETING,false 
bronis≥aw,SzczepaÒski,MA/538630/2017 ,2017-06-03,6073.760000000001 PLN,MARKETING ,TAK  
Urszula,Walczak,MA/338714/2016,2016-04-29,3946.8800000000006 pln,MARKETING,FA£SZ 
,Wieczorek,cz/195520/2016,2016-01-20,2208.6 pln,CZYSTOå∆,0  
agata,woüniak,KA/653796/2016,2016-01-20,3726.2000000000003 Z£,KADRY,false
Natalia ,KOZ£OWSKA,SP_686110_2009,2009/08/14,4180.5 z≥otych,SPRZEDAØ,NIE MA
Anna,MAZUR,KS-206633-2014,2014-04-10,5040.4 z≥,KSI GOWOå∆  ,False
Eugeniusz,ZiÛ≥kowski,sp/613419/2010,2010-01-11,3633.0 Z£,SPRZEDAØ ,NIE MA
Jaros≥aw,Michalski,MA/890125/2010,2010-01-11,4982.56 z≥otych,MARKETING,tak
Roman,Krupa,lo/176277/2015 ,2015-05-15  ,4134.240000000001 pln,LOGISTYKA,Prawda
,,ks/154021/2013,2013-06-14,"6 695,4 PLN",KSI GOWOå∆,Nie
Justyna,Paw≥owska  ,SP_253735_2011,2011-05-26,"5 637,39 z≥otych  ",SPRZEDAØ,Tak
Marcin,Zajπc,ka/121250/2012,2012-03-21T00:00:00,3766.5 pln,KADRY,False
Henryka,Jaworska,SP-896349-2012,2012-05-10,3163.5 z≥otych,SPRZEDAØ,Fa≥sz
Edmund,,CZ/427206/2016,2016-04-29,3307.0 Z£,CZYSTOå∆,false
Marta,Szewczyk,MA/910598/2009,2009-11-22T00:00:00,3878.2400000000002 z≥otych,MARKETING,nie
DANUTA,,KS/615920/2011,2011/07/15,5448.0 Z£,KSI GOWOå∆ ,Fa≥sz
stefan,Sikora,OC/928071/2018,2018-07-08,2965.7100000000005 z≥,OCHRONA,1
Kazimierz,Jaworski,LO_659329_2013,2013-12-31T00:00:00,3498.12 Z£,LOGISTYKA,False
Sylwester,Olszewski,MA.407538.2011,2011-09-03,5079.360000000001 z≥otych,,PRAWDA
Franciszek,Michalak,cz/372070/2011,2011/10/23,2604.0 pln,CZYSTOå∆,NIE
Helena,Koz≥owska,CZ/700273/2017,2017/06/03,"3 388,55 pln    ",CZYSTOå∆  ,1
Jolanta,Mazur,ka/424283/2013,2013/09/22,3691.7900000000004 Z£,KADRY,Nie
Eugenia ,Michalska,ma/159191/2014,2014/05/30,4126.400000000001 z≥,MARKETING,NIE
,KrÛl,sp/568845/2012,2012-01-31T00:00:00,3887.4 Z£  ,SPRZEDAØ,1
Romuald,Dudek,MA_504613_2014 ,2014/07/19,5713.136 PLN,MARKETING,PRAWDA
gabriela,Dudek,SP/553034/2012,2012-08-18T00:00:00,3404.7000000000003 pln,SPRZEDAØ,NIE MA
Antonina,Kwiatkowska,MA/451030/2010,2010/06/10,"5 219,200000000001 pln",MARKETING,False
Mieczys≥aw,Grabowski,KA/728254/2009,2009-10-03,3896.2349999999997 Z£,KADRY,Fa≥sz
Janina,Dudek,SP/629421/2017,2017-02-23 ,3938.1000000000004 z≥,SPRZEDAØ  ,Nie
Joanna,nowak,ka/260646/2010,2010-03-02,4707.505000000001 z≥,KADRY,Prawda
Leokadia,WrÛblewska,it/402752/2012,2012-01-31,6387.5 z≥,IT,Nie
Krystyna,Malinowska,KS.566594.2017,2017-12-20,6350.6 pln,KSI GOWOå∆,Fa≥sz
Rafa≥,KRAWCZYK,ks/298381/2018 ,2018-08-27T00:00:00,6858.500000000001 z≥otych,KSI GOWOå∆,true
Kazimierz  ,TOMASZEWSKI,SP/463660/2017,2017-10-31 ,4959.900000000001 PLN,SPRZEDAØ,1
£ucja,Pawlak,OC/139355/2015 ,2015-10-12,"3 090,2190000000005 pln",OCHRONA,ma
alina,grabowska,LO/474121/2009,2009-08-14,3414.5550000000003 z≥,LOGISTYKA,Fa≥sz
Weronika,Grabowska,MA_793922_2018,2018/03/30,4100.8 PLN,MARKETING,nie ma
Helena ,KR”L,LO/572136/2014,2014-09-07T00:00:00,3374.7300000000005 z≥,LOGISTYKA,0
Czes≥aw,Kaümierczak,MA.953379.2016,2016-06-18,3655.6800000000003 z≥otych,MARKETING,
grzegorz,Grabowski  ,MA/191812/2018,2018-05-19T00:00:00,"3 424,4800000000005 z≥otych",,
EDWARD,KamiÒski,SP/617085/2016,2016-09-26T00:00:00,3690.2999999999997 Z£,SPRZEDAØ,Fa≥sz
Kazimiera ,SzymaÒska,MA/527603/2010,2010-12-27T00:00:00,3969.76 z≥otych,MARKETING,NIE MA
Aneta,Walczak,MA/517117/2018,2018-08-27T00:00:00,4430.400000000001 PLN,MARKETING,0
aniela,Kaczmarek ,MA/735445/2013,2013-06-14T00:00:00,3961.12 pln,MARKETING,False
Zuzanna,Dudek,sp/621878/2017 ,2017-07-23,5023.65 PLN,SPRZEDAØ,False
Romuald,Kalinowski,MA/249054/2011,2011-07-15,5021.92 pln,MARKETING,0
Izabela,Mazur,IT/296963/2013,2013-04-25T00:00:00,8956.75 z≥,IT,MA
Julia,kowalczyk,CZ/851757/2017,2017-09-11,2809.3 pln ,CZYSTOå∆,Fa≥sz
Karol,Maciejewski,ks/922906/2014,2014-12-16,6875.880000000001 z≥otych,KSI GOWOå∆,Prawda
Aniela,KrÛl,ma/190552/2016,2016-06-18,4278.72 z≥otych,MARKETING,NIE MA
Bernard,Mazur,CZ/886118/2016,2016-11-15T00:00:00,3325.3 z≥,CZYSTOå∆,TAK
Stanis≥awa,WALCZAK,KS_295635_2013,2013/09/22,6544.0 z≥otych,KSI GOWOå∆ ,False
Eleonora,KamiÒska,sp/566483/2018,2018-05-19T00:00:00,4656.75 z≥otych,SPRZEDAØ,NIE
Ludwika,Pawlak,MA/203175/2015,2015-08-23,3863.552 z≥otych,MARKETING  ,tak
Mariola,ST PIE—,MA/939541/2016,2016-01-20,5092.8 pln ,MARKETING,0
gabriela ,witkowska,SP/559403/2010,2010/01/11,3643.5 PLN,SPRZEDAØ,0
Edyta,kaczmarek,SP/924460/2011 ,2011-02-15,"4 099,5 Z£  ",SPRZEDAØ,Nie
LUDWIKA  ,Jab≥oÒska,SP-749300-2014,2014-07-19,4737.0 z≥otych,SPRZEDAØ,0
Maciej,nowicki,SP/743154/2017,2017-04-14,"4 509,78 PLN",SPRZEDAØ,ma
Bogus≥aw,Nowicki,LO/465873/2016,2016-04-29,4013.55 pln  ,LOGISTYKA  ,Fa≥sz
Edmund,,MA-389406-2018,2018-03-30,4508.8 z≥,MARKETING,nie
Adela,ZieliÒska,ZA/572655/2016,2016/01/20,65175.00000000001 z≥otych,ZARZ•D ,true
Justyna,KrÛl,ka/974491/2009,2009-10-03T00:00:00 ,4299.7 z≥otych  ,KADRY,false
Jerzy,StÍpieÒ,cz/154925/2016,2016/11/15,"2 872,9800000000005 Z£  ",CZYSTOå∆,ma
Aldona,Ostrowska,SP/813530/2014,2014-04-10T00:00:00,"3 346,5 Z£ ",SPRZEDAØ  ,Fa≥sz
Maciej,Adamczyk,SP/485970/2017 ,2017-01-04T00:00:00 ,3545.7000000000003 PLN,SPRZEDAØ,Nie
Magdalena  ,Nowicka,sp/787570/2014,2014-05-30T00:00:00,4804.5 pln,SPRZEDAØ,false
Feliks,wasilewski,OC_568222_2013,2013-01-15,2960.4300000000003 z≥,,Fa≥sz
Feliks,Borkowski,LO/356265/2011,2011-04-06,3822.3900000000003 z≥,LOGISTYKA,ma  
Stanis≥aw,Sikorski,KA/712527/2017,2017-10-31,5389.35 Z£,KADRY,FA£SZ
Eløbieta,Jankowska,KA/638644/2010 ,2010-03-02,5220.710000000001 z≥otych,KADRY,tak
HANNA,Jankowska,CZ/115333/2010,2010-03-02T00:00:00,"3 096,0 z≥otych",CZYSTOå∆,0
Jacek,Pawlak,cz/128534/2013,2013-06-14T00:00:00,3375.0 z≥otych,CZYSTOå∆,false
Natalia ,Wiúniewska,KS/837759/2018,2018-10-16,6807.6 z≥otych,KSI GOWOå∆   ,False
Karolina ,,KS/869240/2012,2012-03-21,6829.24 Z£,KSI GOWOå∆,1
Lucjan,Kowalczyk ,LO.437524.2017,2017-12-20,3807.4050000000007 z≥otych,LOGISTYKA,FA£SZ
S≥awomir,Gajewski,lo/860225/2015,2015/02/04 ,"5 185,620000000001 pln",,Tak
W≥odzimierz,kalinowski,ka/253054/2010,2010/11/07,5312.2685 pln,KADRY,Tak
Wioletta,WrÛbel,LO/242273/2015,2015-12-01T00:00:00,3511.4310000000005 z≥,LOGISTYKA,Prawda
MARCIN,Sobczak,MA/602091/2014,2014-04-10,4793.6 PLN,MARKETING ,False
Wanda,Szewczyk,LO/856337/2015,2015-02-04,4184.055 PLN,LOGISTYKA,false
Wiktor,Kaczmarek,KA-505764-2010,2010-07-30,3581.1820000000007 z≥,KADRY,1
Sylwia,Tomaszewska ,cz/133183/2011,2011/02/15,3146.8 z≥,CZYSTOå∆,Fa≥sz
Pawe≥ ,Zakrzewski,OC/216199/2013,2013-09-22,2826.560000000001 PLN,OCHRONA,Tak
Aleksandra  ,WrÛbel,SP.410436.2013,2013-12-31,3825.03 z≥otych,SPRZEDAØ,TAK 
Aleksandra,Nowak,KS/126472/2013,2013-12-31,6733.9800000000005 z≥otych,KSI GOWOå∆,ma  
Boøena,Jankowska,ma/667977/2014,2014-04-10T00:00:00,5855.520000000001 pln,MARKETING,Prawda
Julian,Grabowski,lo/856915/2011,2011/10/23,"5 077,215000000001 pln",LOGISTYKA,Prawda
Edmund,tomaszewski,LO.528188.2009,2009-11-22,3113.1000000000004 z≥,LOGISTYKA,FA£SZ
Ewa,KOWALSKA,KA/193503/2016,2016-06-18T00:00:00,4518.715 z≥  ,KADRY,nie
Michalina,Jaworska,KS/692395/2010  ,2010-04-21,5727.92 z≥,KSI GOWOå∆,True
Grzegorz,Nowakowski,KS/137579/2010,2010/12/27,"5 584,2 pln",KSI GOWOå∆,FA£SZ 
Maciej,Kwiatkowski,ka/643498/2015,2015-12-01,3631.65 Z£,KADRY ,MA
Joanna,michalak,CZ_726958_2010,2010-01-11,2891.0 z≥otych,CZYSTOå∆,NIE MA
Adela,Jaworska,MA_581736_2013,2013-08-03,3745.6000000000004 pln,MARKETING,nie
Alfreda,Sikora,cz/180976/2013,2013-04-25,2162.6 PLN,CZYSTOå∆,false
Przemys≥aw,Piotrowski,KS/906453/2012,2012-06-29,4276.6 z≥otych,KSI GOWOå∆,FA£SZ
Wies≥awa ,,SP-816723-2016,2016/08/07,"4 675,5 Z£",SPRZEDAØ,nie ma
DANUTA  ,Paw≥owska,KA/951751/2012,2012/06/29,3266.625 PLN,KADRY,nie 
Agata,Nowak,LO/232877/2015,2015-07-04,3425.625 z≥otych,LOGISTYKA,0
urszula,PIETRZAK,sp/913675/2010,2010-09-18,5053.5 Z£,SPRZEDAØ,nie
Wies≥aw,Krupa,MA/789404/2016,2016-06-18T00:00:00,3660.8 Z£,MARKETING,FA£SZ
mieczys≥aw,UrbaÒski,MA/601095/2014 ,2014-04-10,4572.64 z≥,MARKETING,FA£SZ
Agnieszka,KamiÒska,LO/260079/2015,2015/03/26,"4 925,745000000001 z≥otych",LOGISTYKA,Tak
Graøyna,,lo/390493/2016,,3303.234000000001 PLN,LOGISTYKA,MA
Jacek,Krajewski,OC/582514/2013,2013-06-14,3199.9 z≥otych,OCHRONA,false  
Dorota,Nowak,MA/309092/2016,2016-08-07T00:00:00,3777.76 Z£,MARKETING ,nie
Franciszka,Krawczyk,SP.304787.2013,2013-12-31T00:00:00,4869.75 pln,SPRZEDAØ,0
Antoni,laskowski,SP/275548/2010,2010-07-30,4732.200000000001 PLN,SPRZEDAØ,Prawda
Gabriela,Michalska,SP/720406/2017,2017-06-03,4287.6 pln ,SPRZEDAØ,nie
Ma≥gorzata,SZYMA—SKA,LO.242376.2017,2017-01-04T00:00:00,"3 932,2800000000007 pln",LOGISTYKA,1
Wanda,rutkowska,MA/286508/2010,2010/07/30 ,3694.4 PLN,MARKETING,nie ma
Przemys≥aw,WrÛblewski,SP.344698.2011,2011-12-12,4109.4 Z£,SPRZEDAØ,nie
Leokadia,ADAMCZYK,KA/719796/2015,2015-12-01T00:00:00,"4 180,8150000000005 z≥otych",KADRY,Fa≥sz 
barbara,olszewska,IT_695946_2015,2015-12-01T00:00:00,8737.5 pln,IT,NIE MA
ALEKSANDRA,Dudek,KS-381647-2009,2009-08-14T00:00:00,6194.0 z≥,KSI GOWOå∆,false
Stefan,Rutkowski,MA/994551/2017,2017-02-23,"3 623,2000000000003 z≥otych",MARKETING,Nie
Eleonora,WIECZOREK,LO-172306-2009 ,2009-06-25T00:00:00,3545.4375000000005 Z£,,TAK
Krystyna,Michalak,ka/642504/2013,2013/11/11,4527.968500000001 Z£  ,KADRY,Tak
Lucjan,Walczak,CZ/135133/2010,2010-09-18,2297.0 Z£,CZYSTOå∆,0
Cezary ,Krawczyk,ma/167572/2017,2017-04-14,5553.76 z≥otych,MARKETING,FA£SZ
Bronis≥aw,MARCINIAK,cz/812284/2010,2010-11-07,"3 012,9 z≥",CZYSTOå∆,TAK
Edmund  ,Pietrzak,KS/507441/2010,2010-03-02T00:00:00,"5 632,0 z≥otych",KSI GOWOå∆, 
Bronis≥awa,Dπbrowska,MA.350707.2015,2015/08/23,"4 352,0 PLN",MARKETING,Fa≥sz
Alfred  ,Adamczyk,ks/572825/2015,2015-02-04T00:00:00,5185.4 z≥otych ,KSI GOWOå∆,nie
Regina,Dπbrowska,CZ/414733/2013 ,2013-12-31T00:00:00 ,2451.0 z≥otych,CZYSTOå∆,Nie
joanna,Szewczyk,CZ_536640_2014 ,2014-04-10,3362.1 pln ,CZYSTOå∆,false
Witold,Krupa,SP/667692/2013,2013/12/31,4657.5 z≥otych,SPRZEDAØ,False
Krzysztof,ZieliÒski,LO-368356-2013,2013-09-22  ,3939.7050000000004 z≥otych,LOGISTYKA ,TAK
Wioletta,ADAMCZYK,SP/777476/2015,2015-08-23T00:00:00,"4 516,05 Z£",SPRZEDAØ,Tak
